,PT_NDMI_0,PT_NDMI_1,PT_NDMI_2,PT_NDMI_3,PT_NDMI_4,PT_NDMI_5,PT_NBR_0,PT_NBR_1,PT_NBR_2,PT_NBR_3,PT_NBR_4,PT_NBR_5,PT_NDVI_0,PT_NDVI_1,PT_NDVI_2,PT_NDVI_3,PT_NDVI_4,PT_NDVI_5,area,LT_mag,TXU_asm,TXU_HOM,TXU_ENT,TXU_CON,Area,Perimeter,P/A,P/sqrt(A),Max.Distanc,D/A,D/sqrt(A),Shape Index,ndvi_rvalue,ndmi_rvalue,nbr_rvalue,ndvi_slope,ndmi_slope,nbr_slope,label
5160,0.08,0.11,0.12,0.24,0.15,0.2,0.31,0.33,0.36,0.48,0.44,0.49,0.32,0.35,0.44,0.34,0.46,0.5,96424.43,463.61,0.05,0.01,2.69,52803.91,0.0,0.02,2011.8,6.99,0.01,710.05,2.47,1.97,0.8117461405391105,0.7483314773547884,0.9211566239672776,0.032285714285714286,0.024000000000000004,0.038571428571428576,2.0
41121,0.11,0.01,0.01,0.02,0.04,0.06,0.27,0.19,0.21,0.22,0.23,0.24,0.15,0.27,0.29,0.3,0.31,0.38,140996.59,600.35,0.05,0.02,2.67,54151.65,0.0,0.04,1726.48,7.9,0.01,648.83,2.97,2.23,0.9088916511958096,-0.2072500737369028,-0.03912303982179777,0.036571428571428574,-0.004285714285714286,-0.0005714285714285742,2.0
24968,-0.17,0.08,0.06,0.19,0.16,0.28,-0.02,0.31,0.33,0.52,0.49,0.62,0.26,0.45,0.41,0.62,0.6,0.68,53560.79,464.22,0.05,0.01,2.56,52731.73,0.0,0.02,2288.81,6.38,0.01,673.34,1.88,1.8,0.9332992102024936,0.9077761965645608,0.9273795628130918,0.07885714285714286,0.07485714285714287,0.1122857142857143,1.0
10321,0.14,-0.03,-0.04,-0.03,-0.1,0.03,0.46,0.17,0.21,0.26,0.17,0.35,0.55,0.33,0.46,0.49,0.41,0.52,4204.91,395.0,0.11,0.01,0.46,2030.47,0.0,0.0,5565.97,4.24,0.0,1967.87,1.5,1.2,0.08017837257372712,-0.4879500364742668,-0.23226939547852685,0.003428571428571421,-0.02142857142857144,-0.014285714285714287,1.0
16170,0.02,0.07,0.13,0.16,0.22,0.23,0.2,0.26,0.4,0.44,0.49,0.5,0.17,0.23,0.31,0.32,0.34,0.29,13830.22,776.0,0.11,0.01,1.1,102708.97,0.0,0.01,4122.94,5.77,0.0,1536.53,2.15,1.63,0.7802688487589339,0.9876450471090832,0.9587666528214104,0.026857142857142854,0.04371428571428572,0.06371428571428571,1.0
46070,0.03,0.03,0.06,0.04,0.04,0.05,0.28,0.29,0.32,0.26,0.28,0.29,0.37,0.47,0.53,0.45,0.51,0.53,878245.06,343.5,0.03,0.03,3.23,7266.91,0.0,0.13,1136.15,12.37,0.02,192.07,2.09,3.49,0.7296535932873784,0.5029529525451338,-0.10873205644391276,0.024000000000000004,0.003142857142857143,-0.0011428571428571455,1.0
45800,-0.03,0.11,0.26,0.27,0.28,0.33,0.26,0.43,0.54,0.56,0.58,0.63,0.49,0.6,0.71,0.74,0.69,0.73,9563.47,377.81,0.1,0.01,0.51,9959.13,0.0,0.01,4638.31,5.0,0.0,1248.9,1.35,1.41,0.8252228402543651,0.910586126946625,0.9192174680303796,0.04285714285714285,0.06628571428571428,0.06628571428571428,1.0
12081,-0.11,-0.07,0.01,0.05,-0.04,-0.07,0.13,0.2,0.3,0.33,0.26,0.22,0.3,0.39,0.42,0.43,0.46,0.44,345457.72,590.23,0.02,0.02,3.31,36426.63,0.0,0.04,959.45,6.55,0.02,358.54,2.45,1.85,0.8604019672161987,0.3000206632916868,0.4873537025680232,0.02628571428571429,0.009428571428571429,0.018857142857142857,2.0
50044,0.02,0.02,0.03,-0.02,0.07,0.1,0.18,0.25,0.27,0.14,0.31,0.32,0.27,0.41,0.49,0.46,0.51,0.44,245024.61,427.84,0.04,0.02,2.76,25971.88,0.0,0.06,1534.93,9.23,0.02,474.19,2.85,2.6,0.6959341379213441,0.6322869446570879,0.5586291920428941,0.032,0.014285714285714284,0.021428571428571432,2.0
26015,-0.15,-0.13,-0.19,-0.25,-0.19,-0.06,0.09,0.06,0.04,-0.03,0.07,0.22,0.23,0.24,0.31,0.31,0.36,0.47,33713.77,473.14,0.05,0.03,2.47,6886.54,0.0,0.01,2641.48,5.47,0.0,703.16,1.46,1.54,0.9465852122576186,0.1736882199959546,0.3968660296657369,0.04457142857142856,0.005999999999999999,0.017428571428571432,2.0
4969,0.05,-0.08,0.19,0.01,0.02,0.12,0.35,0.03,0.46,0.28,0.31,0.43,0.49,0.37,0.61,0.44,0.39,0.63,19273.65,420.09,0.09,0.02,1.72,11919.51,0.0,0.01,2923.54,4.53,0.0,960.72,1.49,1.28,0.2857944434114659,0.26816310993382336,0.3691341285370898,0.01685714285714286,0.013428571428571423,0.030285714285714287,1.0
16119,-0.26,-0.2,-0.18,-0.09,-0.05,-0.06,-0.19,-0.05,-0.01,0.13,0.18,0.19,0.2,0.3,0.35,0.41,0.36,0.42,8129.85,815.75,0.14,0.01,1.08,14330.51,0.0,0.0,4174.48,4.5,0.0,1352.29,1.46,1.27,0.8816552712460904,0.9621242435929416,0.967754562440382,0.038285714285714284,0.04400000000000001,0.078,1.0
15610,0.03,0.12,0.12,0.08,0.08,0.11,0.32,0.34,0.39,0.36,0.37,0.42,0.42,0.23,0.5,0.46,0.48,0.42,159646.14,470.49,0.03,0.02,3.23,38110.1,0.0,0.03,1277.84,5.98,0.01,330.84,1.55,1.69,0.3886207852715731,0.37032803990902063,0.8410519728605548,0.020285714285714285,0.006857142857142858,0.01599999999999999,2.0
10758,0.09,-0.03,0.01,0.03,-0.04,0.0,0.39,0.21,0.28,0.33,0.23,0.32,0.45,0.35,0.42,0.46,0.34,0.48,8885.53,232.2,0.12,0.01,0.56,13042.72,0.0,0.01,4365.47,4.85,0.0,1573.99,1.75,1.37,0.1452546078405126,-0.5242186517143346,-0.1910950779717288,0.004571428571428573,-0.013142857142857142,-0.006857142857142857,1.0
46249,0.05,0.19,0.26,0.15,0.27,0.27,0.3,0.44,0.48,0.39,0.54,0.52,0.44,0.5,0.55,0.47,0.66,0.64,165452.21,492.12,0.04,0.02,2.92,48929.34,0.0,0.03,1240.64,6.06,0.01,388.91,1.9,1.71,0.8270665559360277,0.7494104593791469,0.7833644950199937,0.04,0.03514285714285715,0.037428571428571436,2.0
28722,-0.17,-0.09,-0.04,-0.0,0.12,-0.0,0.08,0.18,0.24,0.24,0.4,0.3,0.25,0.38,0.45,0.41,0.5,0.4,69658.99,546.08,0.1,0.02,1.82,6813.8,0.0,0.02,1769.69,5.44,0.0,498.49,1.53,1.53,0.6789261743256971,0.8327048450342879,0.8704768470738237,0.030571428571428583,0.043428571428571434,0.05028571428571429,2.0
45621,-0.06,-0.19,-0.18,-0.11,-0.14,-0.12,0.09,-0.08,-0.03,0.08,0.04,0.05,0.28,0.29,0.27,0.32,0.35,0.35,36758.36,608.66,0.09,0.02,1.84,5064.77,0.0,0.02,3433.74,7.57,0.01,1088.1,2.4,2.14,0.8804062740424287,-0.08903557032346188,0.21683424835778045,0.016571428571428563,-0.002285714285714288,0.007714285714285717,1.0
36593,0.04,0.13,0.2,0.26,0.29,0.29,0.34,0.47,0.55,0.58,0.61,0.63,0.48,0.56,0.67,0.71,0.74,0.72,619920.26,383.32,0.04,0.01,2.85,26899.39,0.0,0.12,1548.13,13.64,0.02,301.59,2.66,3.85,0.9160988775521088,0.954095793453844,0.9349288794797336,0.05085714285714285,0.051142857142857136,0.054285714285714284,2.0
160,0.1,0.05,0.07,0.1,0.15,0.08,0.35,0.29,0.32,0.37,0.38,0.37,0.22,0.36,0.32,0.43,0.3,0.44,12374.47,333.24,0.1,0.01,0.79,32538.43,0.0,0.01,4839.98,6.26,0.0,1530.54,1.98,1.76,0.6604056805466264,0.35839924697845393,0.6409910804507278,0.029428571428571425,0.006571428571428571,0.012000000000000005,2.0
42845,-0.03,0.02,0.05,0.1,0.15,0.19,0.15,0.25,0.32,0.34,0.41,0.44,0.33,0.42,0.46,0.4,0.52,0.53,24958486.95,598.62,0.02,0.02,3.63,46127.03,0.0,2.01,546.72,33.19,0.1,27.87,1.69,9.36,0.8713114675415377,0.9982337342703332,0.9789441164580404,0.035428571428571434,0.044000000000000004,0.05571428571428571,1.0
10892,0.09,0.05,0.09,0.05,0.05,0.08,0.41,0.3,0.35,0.37,0.3,0.39,0.46,0.36,0.42,0.47,0.26,0.47,14611.54,316.93,0.12,0.01,1.24,22311.17,0.0,0.01,3445.6,4.91,0.0,964.78,1.38,1.39,-0.12826487537943088,-0.2356753214548717,-0.09316612939941958,-0.005714285714285718,-0.0025714285714285704,-0.0022857142857142802,1.0
45404,0.18,-0.02,-0.04,0.03,0.02,0.02,0.4,0.08,0.2,0.26,0.24,0.23,0.28,0.21,0.42,0.48,0.45,0.47,140029.36,426.27,0.04,0.03,2.93,4350.34,0.0,0.03,1725.88,7.47,0.01,502.35,2.17,2.11,0.8215306549243879,-0.42035656750722733,-0.16071671219180952,0.04942857142857142,-0.017428571428571432,-0.008857142857142859,1.0
33869,-0.1,-0.05,0.04,0.13,0.14,0.13,0.08,0.17,0.33,0.45,0.44,0.46,0.31,0.45,0.51,0.59,0.55,0.6,320390.54,531.98,0.02,0.01,3.41,76381.9,0.0,0.05,1122.44,7.17,0.01,326.94,2.09,2.02,0.8983297083533625,0.9354494446711652,0.9342512277014788,0.05228571428571428,0.051714285714285706,0.08085714285714286,1.0
51242,0.05,0.05,0.15,0.2,0.15,0.17,0.31,0.31,0.43,0.47,0.45,0.46,0.49,0.5,0.6,0.63,0.6,0.58,211618.78,307.72,0.02,0.02,3.34,19161.54,0.0,0.03,996.89,5.39,0.01,293.2,1.58,1.52,0.7206997169125866,0.801229049969925,0.8650584330044643,0.02228571428571428,0.02714285714285715,0.03457142857142858,2.0
39967,-0.19,-0.0,-0.02,0.19,0.2,0.02,-0.09,0.19,0.21,0.41,0.38,0.24,0.29,0.35,0.42,0.29,0.22,0.36,37889.13,628.09,0.07,0.03,2.27,12452.63,0.0,0.01,2438.43,5.5,0.0,829.73,1.87,1.55,-0.1303904399489524,0.6817563787484308,0.7250797327385289,-0.004857142857142853,0.05314285714285714,0.06914285714285713,1.0
12652,-0.04,-0.11,-0.01,0.09,0.06,0.09,0.24,0.14,0.25,0.33,0.37,0.39,0.36,0.32,0.41,0.44,0.52,0.55,274434.17,526.4,0.03,0.02,3.27,64782.51,0.0,0.04,1111.75,6.79,0.01,306.28,1.87,1.92,0.9450184451502621,0.8349437990313981,0.8608985299504406,0.04514285714285715,0.036000000000000004,0.043428571428571434,2.0
51609,0.07,0.18,0.42,0.31,0.26,0.29,0.34,0.46,0.7,0.6,0.56,0.61,0.54,0.61,0.46,0.65,0.42,0.7,73454.81,471.37,0.04,0.02,2.78,25219.15,0.0,0.02,1791.35,5.81,0.01,597.42,1.94,1.64,0.20471168411742066,0.5503755122868181,0.6519456811446812,0.011999999999999988,0.035142857142857135,0.04428571428571429,2.0
28697,-0.04,0.02,0.05,0.07,0.19,0.04,0.26,0.32,0.35,0.36,0.49,0.37,0.36,0.46,0.51,0.53,0.59,0.48,258249.03,392.31,0.05,0.02,2.69,19213.09,0.0,0.06,1693.66,10.02,0.01,339.08,2.01,2.83,0.6983253925757124,0.6532954666085933,0.7551269108226071,0.028857142857142862,0.02657142857142857,0.030571428571428576,2.0
24497,-0.1,0.07,0.13,0.22,0.18,0.23,0.06,0.28,0.4,0.48,0.47,0.53,0.31,0.31,0.37,0.43,0.48,0.53,28333.02,392.8,0.09,0.01,1.53,21001.31,0.0,0.01,2940.51,5.77,0.0,934.08,1.83,1.63,0.9839715266631474,0.8934511949316081,0.9172982344145958,0.047714285714285716,0.05914285714285715,0.08571428571428573,1.0
36978,-0.17,0.02,-0.06,-0.02,0.05,0.03,0.05,0.17,0.19,0.22,0.15,0.32,0.25,0.33,0.4,0.44,0.14,0.51,8166.5,575.79,0.11,0.01,0.42,7631.1,0.0,0.0,4770.84,4.81,0.0,1777.99,1.79,1.36,0.30584224847092584,0.7440493026933765,0.7975381932093576,0.02200000000000001,0.032285714285714286,0.037714285714285714,1.0
15629,-0.02,0.09,0.08,-0.01,-0.02,0.03,0.27,0.37,0.35,0.28,0.26,0.33,0.39,0.43,0.45,0.39,0.41,0.49,34419.91,451.63,0.09,0.01,1.67,34514.3,0.0,0.02,3246.82,7.0,0.0,1058.02,2.28,1.97,0.523288251525463,-0.18137525601523785,-0.11609086505314295,0.010857142857142852,-0.004857142857142858,-0.002857142857142855,2.0
36354,0.12,-0.02,0.21,0.08,0.12,0.08,0.3,0.22,0.49,0.37,0.4,0.37,0.28,0.4,0.32,0.5,0.4,0.47,304955.23,534.21,0.03,0.01,3.24,73563.53,0.0,0.06,1414.16,9.44,0.01,321.27,2.15,2.66,0.7163241958964409,0.0641902640262596,0.4496981345928261,0.03228571428571428,0.0025714285714285717,0.02200000000000001,1.0
44621,0.16,0.19,0.27,0.32,0.33,0.31,0.47,0.51,0.6,0.62,0.65,0.62,0.49,0.59,0.65,0.7,0.64,0.71,252628.23,344.58,0.04,0.02,2.92,20726.71,0.0,0.06,1632.69,9.84,0.02,438.86,2.64,2.78,0.8553372034476997,0.9054857906542508,0.8909838331723495,0.03714285714285714,0.034857142857142864,0.03400000000000001,2.0
1684,-0.15,-0.17,-0.19,-0.16,-0.14,-0.04,0.06,0.03,0.01,0.04,0.08,0.16,0.25,0.23,0.25,0.28,0.29,0.23,300220.54,432.7,0.02,0.03,3.39,25251.89,0.0,0.03,833.55,5.28,0.01,215.22,1.36,1.49,0.234254740499978,0.6796399623897238,0.6836559403266642,0.0031428571428571426,0.019142857142857142,0.01942857142857143,2.0
45578,-0.11,-0.11,-0.09,-0.0,0.02,0.11,0.14,0.14,0.16,0.24,0.25,0.33,0.32,0.35,0.39,0.49,0.48,0.49,11920.99,273.4,0.14,0.02,1.13,31791.49,0.0,0.01,4385.31,5.54,0.0,1359.83,1.72,1.56,0.9372692149074924,0.9513930094593668,0.951258307667306,0.038285714285714284,0.04514285714285714,0.03885714285714286,2.0
2053,0.0,0.03,0.09,0.22,0.06,0.16,0.19,0.19,0.33,0.5,0.34,0.45,0.36,0.32,0.45,0.57,0.44,0.54,56500.32,571.7,0.06,0.01,2.48,48659.64,0.0,0.02,1942.02,5.41,0.01,714.93,1.99,1.53,0.7565383205196858,0.6579504173824219,0.7987990061938803,0.03942857142857143,0.029142857142857137,0.05485714285714287,2.0
44793,0.04,0.08,0.15,0.24,0.21,0.21,0.29,0.36,0.35,0.52,0.51,0.49,0.38,0.45,0.36,0.65,0.63,0.47,436510.9,472.69,0.03,0.01,3.21,37673.08,0.0,0.08,1227.05,9.79,0.02,257.41,2.05,2.76,0.5542216206531463,0.8865681645648612,0.8801228850553262,0.03657142857142857,0.037999999999999985,0.046285714285714284,2.0
47456,-0.15,0.0,0.06,0.11,0.17,0.25,0.14,0.3,0.34,0.39,0.46,0.53,0.4,0.53,0.52,0.58,0.64,0.62,9598.52,554.0,0.13,0.02,0.61,4782.33,0.0,0.01,4535.24,5.19,0.0,1303.79,1.49,1.46,0.9174081467453103,0.98075413293849,0.9761963967461378,0.042571428571428566,0.07314285714285715,0.07085714285714287,2.0
28139,0.08,0.13,0.14,0.15,0.22,0.19,0.37,0.44,0.47,0.48,0.55,0.54,0.39,0.51,0.55,0.59,0.61,0.58,126945.63,363.8,0.03,0.02,3.2,36235.41,0.0,0.02,1175.04,4.91,0.01,347.44,1.45,1.38,0.8554810541760078,0.9100388493207809,0.9556768723916986,0.03685714285714285,0.023714285714285712,0.03400000000000001,2.0
24244,0.3,0.2,0.06,0.09,0.04,0.24,0.63,0.51,0.37,0.39,0.34,0.56,0.48,0.43,0.45,0.5,0.49,0.66,17711.74,338.86,0.13,0.04,1.28,1741.03,0.0,0.01,3373.32,5.22,0.0,1066.74,1.65,1.47,0.7380997875013003,-0.3762957475392338,-0.3835123362582444,0.032285714285714286,-0.021428571428571432,-0.023999999999999997,2.0
23280,0.11,0.05,0.25,0.09,0.04,0.09,0.45,0.37,0.55,0.26,0.35,0.4,0.47,0.39,0.29,0.35,0.54,0.57,6978.82,273.43,0.12,0.02,0.39,8866.58,0.0,0.0,5137.82,4.99,0.0,1537.11,1.49,1.41,0.4897779314185608,-0.20442313928657005,-0.3275543827122689,0.028857142857142862,-0.008285714285714289,-0.017142857142857144,2.0
17757,-0.04,-0.06,-0.06,-0.08,-0.05,0.06,0.21,0.22,0.23,0.21,0.25,0.28,0.28,0.43,0.42,0.39,0.43,0.25,190197.21,372.85,0.03,0.02,3.12,25197.54,0.0,0.03,1326.0,6.66,0.01,389.25,1.95,1.88,-0.11927768557591407,0.5455767726699688,0.8215838362577492,-0.005142857142857146,0.014571428571428569,0.012000000000000005,2.0
42928,0.13,0.05,0.18,0.24,0.22,0.31,0.4,0.36,0.48,0.55,0.53,0.64,0.37,0.49,0.49,0.59,0.67,0.7,227180.73,501.36,0.03,0.01,3.32,53817.2,0.0,0.03,1027.56,5.91,0.01,332.77,1.91,1.67,0.9795064269171532,0.8668330833098647,0.9264636195556322,0.06542857142857142,0.042,0.05085714285714287,2.0
18812,0.08,0.06,0.07,0.1,0.2,0.08,0.34,0.38,0.4,0.42,0.54,0.41,0.3,0.53,0.53,0.52,0.36,0.51,427263.05,403.62,0.02,0.02,3.35,26300.51,0.0,0.06,1050.87,7.96,0.01,225.67,1.71,2.25,0.279185925541045,0.4666700808178355,0.6735645239877781,0.01514285714285714,0.012857142857142857,0.024285714285714282,2.0
38485,-0.12,0.06,0.11,0.03,0.16,0.16,0.15,0.35,0.42,0.34,0.5,0.49,0.29,0.51,0.54,0.51,0.6,0.63,17555.36,312.33,0.1,0.01,1.63,21094.79,0.0,0.01,3148.43,4.87,0.0,1157.68,1.79,1.37,0.8657494090664981,0.8216542828890692,0.8569757314145129,0.05542857142857142,0.046285714285714284,0.05914285714285715,2.0
33984,0.06,0.06,-0.04,0.0,-0.09,0.24,0.4,0.35,0.23,0.24,0.19,0.48,0.42,0.24,0.44,0.29,0.32,0.25,5931.43,321.22,0.09,0.01,0.25,481.63,0.0,0.0,5397.31,4.82,0.0,1686.66,1.51,1.36,-0.4765538150756656,0.2285175018851965,-0.03303320325879745,-0.021714285714285717,0.013999999999999999,-0.0020000000000000035,1.0
12660,0.2,0.13,0.19,0.17,0.11,0.07,0.5,0.41,0.49,0.39,0.4,0.36,0.48,0.47,0.51,0.43,0.47,0.46,16521.63,331.0,0.1,0.01,1.34,30256.38,0.0,0.01,3590.95,5.39,0.0,1289.19,1.93,1.52,-0.3689640277608542,-0.7727139410764462,-0.7806256350721514,-0.005142857142857138,-0.020857142857142852,-0.023714285714285712,2.0
26960,0.15,0.21,0.28,0.32,0.32,0.33,0.48,0.54,0.6,0.64,0.65,0.66,0.55,0.65,0.64,0.68,0.68,0.71,20335.42,333.0,0.09,0.01,1.55,8119.4,0.0,0.01,3274.1,5.14,0.0,1029.59,1.62,1.45,0.8933089737885117,0.9292544728203012,0.9496405452708164,0.02657142857142856,0.03628571428571429,0.036285714285714296,2.0
16296,-0.1,-0.07,-0.06,-0.01,0.12,0.02,0.03,0.12,0.17,0.26,0.38,0.32,0.2,0.4,0.44,0.44,0.35,0.49,38102.66,749.99,0.09,0.01,2.0,25555.99,0.0,0.02,3345.31,7.6,0.0,926.19,2.1,2.14,0.6766307333833266,0.8185646090613028,0.9481373743134972,0.03714285714285714,0.034857142857142864,0.0662857142857143,1.0
26857,0.13,0.02,-0.1,-0.14,0.09,0.03,0.41,0.26,0.14,0.08,0.36,0.3,0.47,0.4,0.34,0.29,0.32,0.49,20235.95,386.71,0.09,0.02,0.83,17748.73,0.0,0.01,4583.74,7.2,0.0,1611.38,2.53,2.03,-0.12361400924014752,-0.16704846297234274,-0.13028162094680748,-0.005428571428571428,-0.00942857142857143,-0.008857142857142855,2.0
45072,0.08,0.09,0.16,0.27,0.32,0.34,0.34,0.38,0.47,0.53,0.61,0.63,0.38,0.48,0.56,0.59,0.71,0.7,80726.07,430.54,0.04,0.01,2.85,119273.26,0.0,0.02,1667.1,5.28,0.01,516.52,1.64,1.49,0.9731077923386514,0.9740611791478458,0.9900940634042472,0.06628571428571428,0.060000000000000026,0.06285714285714285,2.0
23449,-0.05,-0.03,0.01,0.05,-0.03,0.09,0.25,0.25,0.32,0.16,0.26,0.4,0.35,0.32,0.44,0.23,0.48,0.52,188160.15,377.36,0.03,0.01,3.21,45344.35,0.0,0.04,1395.46,7.05,0.01,319.96,1.62,1.99,0.5483348802872177,0.7286721858919594,0.4121140583072749,0.032,0.021142857142857144,0.017714285714285717,2.0
20744,0.07,-0.02,-0.05,0.01,0.06,0.03,0.31,0.28,0.22,0.15,0.36,0.34,0.37,0.38,0.36,0.26,0.35,0.51,43004.79,402.25,0.06,0.02,2.39,48298.39,0.0,0.02,2782.99,6.71,0.0,810.05,1.95,1.89,0.3392594634691262,0.1153675504410354,0.21607158557104494,0.014571428571428569,0.0028571428571428554,0.009142857142857144,2.0
37543,-0.15,0.0,-0.09,0.04,-0.0,0.01,0.0,0.28,0.13,0.32,0.27,0.29,0.17,0.43,0.41,0.46,0.45,0.37,3778.83,529.0,0.15,0.01,1.35,12577.62,0.0,0.0,7421.3,5.29,0.0,2650.46,1.89,1.49,0.5467361185476705,0.6856361491853111,0.6919053632356149,0.031714285714285716,0.02657142857142857,0.046,1.0
8035,0.06,0.08,0.17,0.25,0.26,0.34,0.24,0.31,0.5,0.56,0.6,0.67,0.39,0.43,0.59,0.67,0.59,0.74,45416.66,488.12,0.05,0.02,2.65,40930.35,0.0,0.01,1984.77,4.96,0.0,658.61,1.65,1.4,0.9118381586037684,0.982932487338048,0.9707832033036066,0.06599999999999999,0.057714285714285725,0.08800000000000001,2.0
10265,0.08,0.01,0.03,0.05,0.01,0.04,0.39,0.26,0.29,0.35,0.27,0.34,0.44,0.36,0.39,0.45,0.35,0.42,38421.35,299.76,0.07,0.01,2.29,28979.7,0.0,0.01,2643.2,6.09,0.0,775.9,1.79,1.72,-0.08978541276560169,-0.3619354978199987,-0.16687200307336506,-0.0020000000000000035,-0.005142857142857143,-0.004571428571428569,1.0
29347,0.08,0.24,0.08,0.22,0.1,0.07,0.31,0.52,0.35,0.49,0.4,0.37,0.31,0.21,0.44,0.47,0.46,0.4,65556.16,409.56,0.06,0.02,2.51,54464.82,0.0,0.02,2256.08,6.8,0.01,734.37,2.21,1.92,0.6429459385826215,-0.2289330979986696,0.05206086001129597,0.03514285714285715,-0.009428571428571423,0.0022857142857142863,1.0
36493,-0.05,0.01,0.05,0.21,0.19,0.19,0.2,0.29,0.36,0.52,0.55,0.53,0.33,0.43,0.55,0.5,0.62,0.66,13949.68,593.24,0.14,0.01,1.25,48009.59,0.0,0.01,3445.6,4.91,0.0,1140.01,1.63,1.39,0.947381490104098,0.9164745205219498,0.9459970961036698,0.062,0.054285714285714284,0.07400000000000001,2.0
38466,-0.02,0.14,0.19,0.16,0.23,0.26,0.29,0.43,0.52,0.5,0.54,0.6,0.46,0.38,0.6,0.6,0.5,0.64,5350.55,348.9,0.06,0.02,0.05,46.85,0.0,0.0,5194.91,4.43,0.0,1659.45,1.41,1.25,0.6721553605270576,0.8891533997975524,0.9183645608371752,0.036000000000000004,0.04685714285714285,0.05314285714285714,2.0
43403,-0.04,0.07,0.26,0.14,0.25,0.17,0.14,0.32,0.55,0.45,0.51,0.44,0.17,0.4,0.64,0.6,0.65,0.56,7006.84,380.0,0.1,0.01,0.31,26240.82,0.0,0.0,5137.82,4.99,0.0,1805.25,1.75,1.41,0.7610153645142376,0.6908314786724487,0.7014348885443928,0.07599999999999997,0.042,0.056285714285714265,1.0
16186,-0.18,-0.13,-0.19,0.12,-0.09,-0.08,-0.08,-0.01,-0.02,0.28,0.13,0.16,0.14,0.28,0.36,0.05,0.4,0.41,4067.92,839.25,0.12,0.01,1.56,12544.85,0.0,0.0,6493.64,4.95,0.0,2074.32,1.58,1.4,0.5046779349957341,0.4397847281722496,0.7544024760857089,0.04,0.02657142857142857,0.05485714285714286,1.0
45616,-0.04,-0.15,-0.14,-0.05,-0.09,-0.07,0.11,-0.04,0.02,0.15,0.1,0.11,0.27,0.29,0.31,0.32,0.37,0.36,73516.8,640.9,0.06,0.02,2.36,9069.1,0.0,0.02,2547.61,7.95,0.01,756.34,2.36,2.24,0.9597148699373932,0.1393090380637716,0.416177305913065,0.02,0.0034285714285714275,0.015714285714285712,1.0
13282,-0.34,-0.31,-0.22,-0.21,-0.11,-0.21,-0.27,-0.21,-0.02,-0.06,0.1,-0.0,0.07,0.15,0.25,0.18,0.3,0.19,4732.8,767.0,0.15,0.03,1.12,1954.35,0.0,0.0,4947.53,4.0,0.0,1749.22,1.41,1.13,0.6568459034511086,0.8199585451779114,0.8653014030416509,0.028,0.036000000000000004,0.064,1.0
2385,0.14,0.19,0.26,0.33,0.27,0.29,0.4,0.45,0.59,0.65,0.58,0.63,0.53,0.51,0.63,0.62,0.6,0.7,110931.15,332.91,0.04,0.03,2.83,18120.33,0.0,0.03,1756.73,6.81,0.01,545.19,2.11,1.92,0.851372872607866,0.8155454883496579,0.8435083831475798,0.031714285714285695,0.030285714285714287,0.045714285714285714,2.0
10970,-0.18,-0.3,-0.2,-0.04,-0.04,0.0,-0.21,-0.22,-0.04,0.18,0.21,0.29,0.12,0.18,0.31,0.44,0.51,0.51,3561.38,1032.0,0.09,0.01,0.09,2108.84,0.0,0.0,7421.3,5.29,0.0,2370.65,1.69,1.49,0.9718645582317662,0.8352139950829474,0.9636945330156642,0.0877142857142857,0.05257142857142857,0.1145714285714286,1.0
40343,0.15,-0.01,-0.02,0.02,0.16,0.22,0.44,0.21,0.22,0.27,0.37,0.46,0.49,0.36,0.37,0.42,0.3,0.51,10642.45,510.85,0.12,0.01,0.65,99454.08,0.0,0.01,4947.53,5.66,0.0,1662.01,1.9,1.6,-0.019833943103822686,0.4702234576145599,0.3056728140785258,-0.0008571428571428562,0.025714285714285717,0.018000000000000002,2.0
30894,-0.07,-0.03,-0.02,-0.01,0.01,-0.0,0.17,0.23,0.25,0.25,0.28,0.28,0.29,0.39,0.41,0.44,0.43,0.46,34903.64,418.64,0.07,0.02,2.4,18013.28,0.0,0.01,2435.11,5.25,0.0,678.63,1.46,1.48,0.8827348295047494,0.9071147352221453,0.916515138991168,0.028571428571428567,0.013714285714285714,0.02,2.0
36015,-0.05,-0.06,0.09,0.07,0.03,0.18,0.21,0.2,0.35,0.37,0.32,0.47,0.28,0.36,0.42,0.47,0.49,0.46,136334.88,380.17,0.05,0.02,2.7,13512.53,0.0,0.04,2050.18,8.86,0.01,433.4,1.87,2.5,0.8962592505515491,0.8250534092038515,0.8771919110747441,0.038285714285714284,0.04,0.048,2.0
23044,0.05,0.15,0.24,0.28,0.31,0.33,0.33,0.43,0.55,0.57,0.63,0.65,0.42,0.52,0.6,0.67,0.71,0.71,26438.9,474.75,0.08,0.01,2.22,55760.17,0.0,0.01,2226.39,4.24,0.0,764.07,1.46,1.2,0.95971573721454,0.955078111954208,0.9603882558612724,0.0597142857142857,0.05485714285714285,0.06342857142857143,2.0
39006,-0.01,0.21,0.06,0.14,0.01,0.14,0.21,0.5,0.35,0.45,0.31,0.39,0.38,0.17,0.46,0.39,0.42,0.44,3473.71,586.14,0.24,0.02,0.55,3519.97,0.0,0.0,6361.11,4.54,0.0,2370.65,1.69,1.28,0.4961574838736465,0.1435305734256156,0.22265053479868735,0.027999999999999997,0.006571428571428573,0.012285714285714287,1.0
